45_68_44_ 45_73_44
71_27_ 75_27
1_71_16_ 1_75_16
20_30_74_39_ 46_30_105_39
10_1_0_75_11_51_ 10_1_24_107_11_51
12_22_26_79_40_39_ 12_22_26_118_40_39
45_73_4_ 45_95_4
7_18_69_58_ 7_18_73_58
70_ 74
23_25_17_74_44_59_ 23_25_17_105_44_33
13_78_ 13_117
33_72_19_ 59_76_19
30_2_45_75_11_34_ 30_61_45_107_11_34
70_ 74
6_7_25_46_29_80_59_56_ 6_7_25_46_29_134_59_56
23_ 23
75_ 107
49_69_61_ 49_73_61
29_5_76_19_55_ 29_5_111_19_55
59_3_63_27_36_ 59_3_63_27_36
32_52_64_20_ 58_52_64_20
12_ 105
3_40_17_71_52_15_43_ 3_40_17_75_52_15_43
8_43_74_16_38_ 8_43_105_16_38
53_64_69_49_ 53_59_73_49
22_13_51_40_64_53_14_ 22_13_51_40_64_53_14
57_63_ 57_63
71_35_50_ 75_61_50
7_68_58_ 7_73_32
55_21_ 55_105
16_13_53_56_62_43_54_20_55_ 16_13_53_56_62_43_54_20_55
60_34_15_20_7_5_71_39_ 60_34_15_20_7_5_75_39
62_5_9_0_79_41_14_ 62_5_26_24_47_41_14
54_60_2_70_35_7_ 54_60_2_74_35_7
80_ 134
11_3_28_72_36_53_13_20_ 11_3_28_76_36_53_13_46
26_33_20_62_58_37_27_ 26_33_20_62_58_37_27
12_76_51_ 12_111_25
70_43_26_59_22_33_ 74_43_26_59_22_33
21_ 70
75_ 107
73_ 95
22_23_ 70
23_ 23
46_51_69_5_ 46_51_73_5
63_53_ 63_53
23_65_19_ 23_65_19
17_31_42_29_14_30_72_32_8_ 17_31_42_29_14_30_76_49_8
3_80_0_ 3_134_50
51_72_ 51_76
35_10_71_5_0_38_ 35_10_75_15_24_12
38_35_78_54_60_ 38_61_117_54_60
6_63_16_ 6_63_16
39_71_53_38_60_24_ 39_75_53_38_60_0
31_0_64_3_ 57_24_64_3
65_ 65
35_17_32_51_66_18_44_27_48_ 2_17_32_51_111_18_44_27_48
55_2_4_78_20_54_ 55_2_4_117_20_54
0_59_ 50_59
70_47_22_ 74_47_22
18_20_2_62_61_29_ 18_20_2_62_35_29
59_36_49_20_69_10_37_45_ 33_36_49_20_73_10_37_45
20_80_1_ 46_134
50_25_53_52_56_65_18_ 24_25_53_52_56_65_18
62_ 62
70_58_40_60_ 74_58_40_60
32_58_75_25_49_12_29_74_54_ 58_32_1_25_49_38_29_105_54
48_4_70_57_ 48_4_74_31
22_64_39_37_34_ 22_64_39_37_34
13_41_74_52_ 13_41_105_52
27_24_78_19_ 27_117_19
52_39_45_53_70_20_22_18_ 52_39_45_53_74_20_22_18
45_11_1_37_66_8_6_19_ 45_11_21_37_111_8_6_19
57_23_16_9_5_71_33_56_5_17_ 57_23_16_26_5_75_33_56_45_17
59_57_68_10_50_ 59_57_73_10_50
8_56_2_63_33_21_16_ 8_56_2_63_33_47_16
71_ 75
31_56_70_50_6_ 57_56_74_50_6
71_5_ 75_5
39_19_ 39_19
41_77_9_13_20_72_24_30_64_22_ 41_0_9_13_20_76_24_56_59_22
31_6_45_70_3_ 31_6_45_74_3
1_1_17_ 134_17
2_6_78_9_38_ 35_6_117_9_38
19_67_ 19_107
44_75_ 44_107
52_65_ 52_65
15_ 15_63
72_ 76
32_74_2_ 32_105_2
53_70_10_ 53_74_10
12_80_1_ 12_134
26_72_35_ 26_76_35
 63
71_31_22_17_25_62_59_42_ 75_31_22_17_51_15_59_42
2_49_44_70_64_24_ 2_49_44_74_33_24
75_ 107
51_64_ 25_64
0_65_ 0_65
79_8_ 118_8
37_54_74_57_58_ 37_54_105_57_58
12_32_19_58_1_ 12_32_19_58_1
16_71_ 16_75
46_79_ 46_118
71_27_19_10_34_ 75_27_19_10_34
7_78_ 7_117
11_3_76_74_22_ 11_3_111_21_22
2_33_60_80_38_57_ 2_33_60_134_38_57
3_1_80_1_54_ 3_134_28
69_ 73
75_ 107
34_2_70_23_25_29_ 34_2_74_23_51_29
64_ 64
74_57_22_ 105_57_22
76_ 111
75_ 107
44_36_49_66_15_41_48_ 44_36_49_70_15_41_48
70_ 74
71_ 75
49_76_1_ 49_111_1
76_ 111
3_6_23_36_37_63_22_5_ 3_6_23_36_37_63_22_5
44_ 44
5_73_ 5_95
1_ 70
18_33_ 18_64
80_ 134
6_3_58_25_45_63_52_77_23_5_ 6_3_58_25_45_63_52_24_23_5
26_71_23_ 26_75_23
19_1_80_44_ 19_1_134_44
3_52_ 3_52
60_63_ 60_63
 63
71_ 75
29_45_61_55_63_16_ 29_45_61_55_63_16
14_69_39_51_38_4_ 14_73_7_25_12_4
79_18_36_7_ 118_18_36_7
47_79_54_ 47_118_54
33_29_ 64_29
3_72_16_ 3_76_16
27_20_72_29_ 27_46_76_29
34_17_63_9_ 34_17_63_9
70_7_45_6_52_56_ 74_7_45_6_52_56
55_71_ 55_75
48_63_57_ 48_70_31
58_64_37_8_36_10_46_76_49_ 58_33_37_8_36_10_20_111_49
19_56_20_41_64_6_ 19_56_46_41_64_6
3_1_80_ 3_134
45_17_80_12_41_ 45_17_134_38_41
55_80_20_ 55_134_46
52_72_7_ 52_76_7
49_1_64_6_ 49_21_64_6
74_ 105
2_41_66_51_25_ 2_41_70_39_25
81_ 63
5_20_62_2_ 5_20_62_2
20_73_0_ 20_95_24
1_80_ 134
62_41_49_33_ 62_41_49_33
24_79_ 0_118
51_40_65_9_ 25_40_65_9
31_33_78_0_ 31_117_50
19_74_2_ 19_105_2
22_42_36_76_13_39_ 22_42_36_111_13_39
57_61_11_34_44_63_24_9_ 31_61_11_34_44_63_50_9
20_62_34_ 20_62_34
1_ 105
62_30_12_45_ 62_30_38_45
2_3_53_62_17_58_ 2_53_62_17_58
74_ 105
2_54_76_36_ 35_54_111_36
75_ 107
71_54_58_ 75_54_58
76_ 111
70_24_ 74_0
74_35_62_17_39_4_31_0_47_22_ 35_62_17_39_4_31_0_47_22
32_65_ 32_65
69_ 73
65_ 65
74_68_54_ 12_73_54
70_27_59_ 74_27_33
23_54_77_78_7_3_ 23_54_117_7_3
41_62_ 41_62
30_37_4_14_71_1_ 30_37_4_14_75_1
72_ 76
18_62_15_ 18_62_15
12_51_76_25_ 12_51_111_25
30_58_ 56_58
55_77_47_ 55_70_46
3_40_70_30_ 3_40_74_30
1_42_36_65_17_45_41_46_ 1_42_36_65_17_45_41_20
37_3_64_4_ 37_3_64_4
69_ 73
6_80_ 6_134
51_75_ 51_107
21_4_80_34_17_ 21_4_134_34_17
71_ 75
49_42_66_59_20_44_ 49_42_70_59_20_44
55_ 55_70
4_80_58_ 4_134_32
59_ 64
16_71_ 16_75
32_44_20_74_19_43_40_ 32_44_46_105_19_43_40
39_2_27_74_22_57_11_ 39_2_27_105_22_57_11
2_0_6_74_10_54_55_ 2_24_6_105_10_54_55
2_51_54_5_74_29_10_44_15_58_ 61_51_54_5_105_29_10_2_15_58
50_77_55_71_1_49_ 50_24_55_75_1_57
31_74_4_ 31_105_4
14_39_30_23_80_49_20_ 14_39_30_23_134_49_46
58_16_62_54_ 58_16_62_54
39_75_6_ 39_107_6
37_56_68_29_ 37_56_105_29
8_40_78_49_58_59_ 8_40_117_49_58_33
27_18_73_54_ 27_18_95_28
74_ 105
3_74_48_ 3_105_48
81_ 63
40_50_17_74_10_0_6_ 40_50_17_105_26_24_6
81_ 70
20_3_72_6_42_ 46_3_76_6_42
69_ 73
72_7_59_60_12_15_ 76_7_59_60_12_15
78_61_6_46_ 117_61_6_20
60_44_71_14_59_ 60_44_75_14_33
76_58_42_45_9_41_ 111_58_42_45_9_41
23_37_24_78_22_ 23_37_117_22
40_4_73_49_ 40_20_95_49
16_6_ 16_6
29_39_1_58_80_53_28_3_30_ 29_39_1_58_134_53_28_3_30
76_0_43_ 111_50_43
28_79_ 28_118
41_76_47_20_ 41_111_47_20
37_69_57_ 37_73_57
6_78_ 6_117
55_67_46_ 55_107_46
34_21_1_ 34_134
69_ 73
63_7_24_38_ 63_7_24_12
25_14_69_5_35_31_35_ 25_14_73_5_61_31_35
13_5_47_62_3_22_8_ 13_5_47_21_62_3_22_8
20_64_21_3_64_38_57_48_ 46_33_47_3_64_12_57_48
57_53_78_34_45_33_18_ 57_53_117_34_45_33_18
43_78_77_30_50_ 43_117_30_0
20_45_60_68_56_ 20_45_60_105_57
36_51_40_59_79_44_2_41_35_ 36_51_40_59_118_44_35_41_61
37_1_80_1_ 37_134
36_39_30_63_41_33_ 36_39_56_63_41_33
4_46_ 4_73
32_63_ 58_63
33_71_ 33_75
65_2_36_31_ 65_35_36_57
18_64_9_52_64_57_ 18_33_9_52_64_57
7_63_43_47_ 7_63_47
35_75_ 35_107
0_28_70_16_4_ 24_54_74_16_4
1_1_80_1_ 1_134
71_ 75
22_10_70_2_ 23_10_74_35
26_7_ 26_107
5_70_43_6_1_2_26_ 5_74_43_6_1_35_26
28_79_19_ 54_118_19
3_25_ 3_51
78_ 117
26_72_ 26_76
62_ 62
19_30_69_3_45_ 19_30_73_3_45
74_7_17_71_26_2_4_36_ 21_7_17_75_26_35_4_36
35_40_66_44_ 61_40_111_44
47_ 63
13_16_17_9_38_71_12_19_ 13_16_17_26_38_75_12_19
55_49_39_71_18_27_6_ 55_49_39_75_18_27_6
1_80_ 134
32_26_20_19_3_40_79_11_6_ 32_26_20_19_3_40_118_11_6
23_11_10_77_25_36_ 23_11_10_70_25_36
51_6_1_2_30_80_39_5_3_ 51_6_1_2_56_134_39_5_3
35_32_79_14_12_ 35_58_118_14_12
18_73_10_36_74_7_26_57_45_ 95_10_36_38_7_26_57_45
72_57_53_41_ 76_57_53_41
37_56_74_29_ 37_56_105_29
19_ 19
70_3_61_61_ 74_3_35_61
30_74_0_ 23_105_24
70_ 74
15_73_27_58_ 15_95_27_32
2_53_ 2_53
36_57_13_79_35_23_2_ 36_57_13_118_35_23_2
54_63_0_ 28_63_0
12_68_13_ 12_70_13
24_38_18_31_66_4_ 24_38_18_31_70_4
1_ 70
72_9_55_60_ 76_9_55_60
53_76_50_20_25_39_ 53_111_50_20_25
79_57_14_13_1_ 118_57_14_13_20
44_79_ 44_118
54_68_0_ 28_73_50
0_62_ 24_62
49_73_59_ 49_95_33
50_59_ 50_59
59_ 64
56_18_39_2_78_6_33_ 56_18_39_35_117_6_33
79_ 118
36_76_ 36_111
51_74_42_38_76_47_44_ 51_21_42_38_111_47_44
55_71_ 55_75
80_ 134
56_63_ 56_63
14_55_6_21_76_41_22_40_ 52_55_6_21_111_41_22_40
35_10_75_15_77_38_ 35_10_107_15_24_12
0_79_ 50_118
4_53_18_49_45_39_29_51_73_57_ 4_53_18_49_45_39_29_51_95_57
71_ 75
43_70_ 43_74
17_2_42_79_29_14_30_49_8_ 17_31_42_118_29_14_30_49_8
5_64_40_41_58_22_64_8_ 5_64_40_41_58_22_59_8
65_ 65
20_79_ 20_118
42_46_3_79_44_39_28_ 42_20_3_118_44_39_28
28_72_43_9_31_ 28_76_43_9_57
70_ 74
20_19_68_10_23_ 46_19_73_10_23
52_74_41_ 52_105_41
63_18_19_30_3_45_ 70_19_30_3_45
76_ 111
69_ 73
45_ 45
6_33_ 6_64
24_76_ 50_111
70_1_0_ 74_0
54_78_ 54_117
39_73_ 39_95
15_49_71_19_45_58_ 15_49_75_19_45_58
20_17_47_73_55_1_ 46_17_47_95_55_1
2_42_54_51_19_32_66_18_ 35_42_54_51_19_32_70_18
42_65_10_25_ 42_65_10_25
45_36_65_51_14_ 45_36_65_51_14
14_47_65_10_ 14_47_65_10
39_2_59_48_51_73_6_33_34_ 39_2_59_48_51_95_6_33_34
50_49_15_78_42_17_ 0_49_15_117_42_17
79_ 118
62_ 62
62_15_42_74_61_14_0_ 62_15_42_21_61_14_24
64_ 64
74_45_53_48_56_9_41_ 105_45_53_48_56_9_41
72_ 76
70_ 74
73_ 95
55_21_ 55_105
73_50_34_56_ 95_50_34_56
55_5_65_24_ 55_5_65_0
15_43_65_24_ 15_43_65_24
12_ 73
38_73_ 12_95
57_ 57
78_ 117
12_50_3_ 73_24_3
55_50_4_9_80_32_8_77_ 55_50_4_9_134_32_8_0
56_14_64_25_ 56_29_64_51
39_65_64_ 39_65_33
59_48_70_19_12_ 59_48_74_19_12
26_2_49_77_69_14_28_55_34_13_ 26_35_49_24_73_14_54_55_34_13
12_15_73_51_ 38_15_95_25
9_55_67_60_ 9_55_107_60
11_47_64_9_33_ 11_47_64_26_33
76_ 111
9_59_66_42_ 26_33_70_42
26_74_36_ 26_105_36
25_77_78_20_36_45_61_77_19_28_ 51_24_117_20_36_45_61_0_19_28
1_4_37_67_8_ 1_4_37_107_8
73_ 95
75_ 107
78_0_77_37_42_2_ 117_0_24_37_42_61
35_72_31_38_5_6_ 61_76_57_38_5_6
50_74_26_56_ 50_105_26_56
29_21_ 29_105
22_59_75_20_12_ 22_33_107_46_12
21_66_11_ 21_70_11
72_35_47_34_40_20_ 76_61_47_34_40_20
40_80_ 40_134
24_11_68_2_ 0_11_73_2
2_70_36_ 2_74_36
18_55_12_41_ 18_55_105_41
52_1_48_66_39_ 52_1_48_70_39
71_ 75
32_51_63_7_ 58_51_63_7
 63
1_80_18_17_28_19_ 134_18_17_28_19
17_2_80_2_13_ 17_35_134_61_13
50_2_75_26_25_ 0_2_107_26_51
35_80_17_39_4_31_77_68_22_ 35_134_17_39_4_31_0_47_22
0_25_21_ 0_51_21
65_30_ 65_30
76_58_74_30_21_10_49_16_ 111_32_38_56_21_10_49_16
74_53_54_57_45_40_56_18_66_50_61_ 53_54_31_45_40_56_18_70_24_61
8_0_1_77_ 8_117
33_ 64
13_42_9_30_63_32_20_55_ 13_42_9_30_63_58_46_55
72_ 76
76_ 111
12_78_ 21_117
65_ 65
47_ 73
3_ 28_63
10_14_74_53_73_56_ 10_14_53_95_56
78_ 117
24_67_43_ 50_107_43
9_37_20_71_49_2_15_ 9_37_20_75_49_2_15
10_57_68_22_8_ 10_31_73_22_8
56_63_1_8_ 56_63_8
47_61_71_60_29_ 47_61_75_60_29
34_6_76_26_ 34_6_111_26
74_ 105
53_36_17_72_4_49_12_ 53_36_17_76_4_49_12
30_18_51_64_19_30_42_16_ 32_47_18_51_64_19_30_42_16
2_77_6_78_10_54_55_ 2_24_6_117_10_54_55
27_42_0_31_70_15_55_27_ 25_42_50_31_74_15_55_27
23_71_ 23_75
1_75_12_ 1_107_12
37_75_ 37_107
3_ 3
62_ 62
60_71_43_64_55_27_ 60_75_43_59_55_27
77_51_47_70_36_56_ 0_51_21_74_36_56
9_66_56_ 9_70_56
17_31_29_73_56_30_5_ 17_31_29_95_56_30_5
4_46_37_69_9_27_ 4_46_37_73_9_27
29_75_ 29_107
52_13_57_63_54_51_ 52_13_57_70_54_51
50_27_71_7_34_ 50_27_75_7_34
51_45_73_42_ 51_45_95_42
59_39_27_69_37_19_57_ 59_39_27_73_37_19_57
39_19_69_40_2_ 39_19_73_40_2
22_18_69_56_13_36_ 22_18_73_56_13_36
18_12_47_ 18_105_21
0_0_37_72_42_35_ 0_24_37_76_42_61
61_20_0_ 61_46_24
29_24_80_1_16_ 21_24_134_16
41_56_62_38_ 41_56_62_38
71_ 75
65_ 65
78_49_ 117_49
13_64_ 13_64
63_0_30_ 63_0_56
72_ 76
70_ 74
20_41_1_5_ 46_41_105_5
62_18_35_22_55_ 62_18_61_22_55
15_10_63_19_ 15_10_63_19
38_48_80_29_ 12_48_134_29
34_62_6_14_ 34_62_6_14
50_2_79_27_43_58_ 0_61_118_27_43_58
29_78_ 29_117
73_ 95
69_34_2_23_25_29_ 73_34_2_23_51_29
20_20_33_22_39_34_80_15_ 46_20_33_22_39_34_134_15
39_76_59_ 39_111_33
27_62_ 27_62
74_ 105
70_53_20_1_ 74_53_20_21
74_23_ 105_23
15_80_55_54_9_47_ 15_134_55_54_9_47
71_28_ 75_28
59_3_63_27_36_ 59_3_63_27_36
28_77_37_74_20_10_41_ 28_24_37_105_46_10_41
76_ 111
33_ 64
42_12_43_58_72_10_30_ 42_12_43_32_76_38_30
3_5_69_52_43_ 3_5_73_52_43
1_80_ 134
37_54_2_75_1_12_ 37_28_2_107_1_12
69_ 73
24_74_57_41_60_ 24_105_57_41_60
79_52_ 118_52
65_ 65
7_3_72_19_8_9_ 7_3_76_19_8_9
74_ 105
44_75_20_ 44_107_46
37_26_69_25_59_ 37_26_73_25_59
75_ 107
29_71_ 29_75
36_1_80_1_53_ 36_134_53
26_12_70_6_ 26_12_74_6
65_32_34_52_22_ 65_32_34_52_22
1_51_51_59_ 70_25_51_59
78_36_38_33_ 117_36_38_33
2_76_ 2_111
29_74_45_23_63_41_39_0_ 29_21_45_23_63_41_39_50
27_72_ 27_76
15_27_64_11_ 15_27_64_11
76_ 111
17_13_32_16_30_71_43_55_ 17_13_58_16_30_75_43_55
5_71_32_10_ 5_75_32_10
78_ 117
8_1_37_28_9_62_3_60_ 8_21_37_54_9_62_3_60
3_44_67_8_ 3_44_107_8
64_ 64
26_57_67_54_51_ 26_57_107_54_51
74_ 105
3_79_0_0_58_45_1_11_ 3_118_24_0_58_45_21_11
58_79_ 58_118
22_70_53_46_37_73_38_ 22_74_53_20_37_55_12
49_29_76_41_9_3_11_ 49_29_111_41_9_3_11
73_ 95
75_ 107
34_64_19_2_15_ 34_64_19_2_15
52_11_65_56_ 52_11_65_56
55_63_ 55_63
69_54_45_37_74_11_ 73_54_45_37_21_11
19_33_54_74_3_ 19_33_54_105_3
17_35_68_35_13_ 17_35_73_61_13
68_ 70
11_26_71_28_13_ 11_26_75_28_13
7_30_69_50_1_ 7_30_73_50_1
25_58_ 25_58
72_ 76
58_64_37_8_70_36_10_20_49_ 58_33_37_8_74_36_10_20_49
53_72_33_ 53_76_59
8_71_51_ 8_75_51
81_ 63
17_58_60_69_20_15_ 17_58_60_73_46_15
43_23_44_60_25_69_42_19_ 43_23_44_60_25_73_42_19
40_50_17_26_69_77_6_ 40_50_17_26_73_24_6
23_71_46_ 23_75_46
30_80_22_ 30_134_22
57_29_80_64_39_ 57_29_134_33_39
80_41_35_66_32_23_33_ 1_41_35_70_58_23_33
53_74_43_25_77_23_15_8_34_ 53_105_43_51_50_23_15_8_34
34_68_26_ 34_73_26
78_ 117
36_10_1_78_51_27_45_ 36_10_18_117_51_27_45
42_75_11_ 42_107_11
46_ 46
24_10_77_ 24_38_18
81_ 63
69_ 73
30_0_72_20_ 30_0_76_20
16_8_73_58_3_ 16_8_95_32_3
28_2_23_32_80_29_34_13_ 28_2_23_32_134_29_34_13
1_80_1_ 134
54_74_10_65_41_ 28_1_10_65_41
20_69_ 46_73
74_ 105
74_12_56_53_77_76_34_64_41_ 47_12_56_53_24_111_34_59_41
75_37_15_11_45_34_56_51_ 107_37_15_11_45_34_57_51
47_ 70
60_18_64_55_51_ 60_18_64_55_25
57_14_60_ 57_14_60
21_20_20_45_15_80_61_38_69_52_ 21_20_46_45_15_134_61_12_2_52
11_71_18_ 11_75_18
13_68_43_ 13_105_43
1_ 70
74_ 105
42_37_74_30_68_58_44_74_ 42_37_38_30_73_58_44_31
70_74_59_ 74_1_59
42_56_66_15_10_ 42_56_70_15_10
1_53_77_1_55_ 70_53_24_21_55
62_ 62
14_63_52_8_ 14_63_52_8
30_71_46_ 56_75_20
29_76_53_ 29_111_53
75_ 107
14_79_ 14_118
56_67_10_ 56_107_10
68_ 73
28_71_50_37_13_58_42_ 28_75_50_37_13_58_42
73_ 95
30_39_72_4_9_ 30_39_76_4_9
30_61_45_65_11_34_ 30_61_45_65_11_34
48_69_41_ 48_73_41
70_ 74
36_75_ 36_107
19_0_ 19_0
54_69_ 28_73
35_63_ 61_70
30_70_33_ 30_74_59
25_2_2_70_7_6_54_50_ 25_2_35_74_7_6_54_50
22_78_13_ 22_117_13
28_ 54
63_35_34_74_15_ 63_35_34_1_15
79_ 118
22_72_41_40_29_28_44_57_12_16_ 22_76_41_40_29_28_44_57_12_16
80_37_27_34_52_55_61_19_ 134_37_27_34_52_55_61_19
74_40_6_28_33_74_11_18_ 38_40_6_28_64_1_11_18
36_67_26_ 36_107_26
0_2_ 24_63
36_20_80_9_40_19_ 36_46_134_9_40_19
8_43_65_52_77_ 8_43_65_52_24
34_35_29_64_43_9_ 34_35_29_64_43_9
69_ 73
47_8_47_ 73_8_47
48_20_71_18_6_ 48_20_75_18_6
18_58_73_7_ 18_58_95_7
57_42_64_57_18_ 31_42_64_57_18
71_ 75
32_71_52_ 32_75_52
55_25_36_12_80_18_61_5_13_12_ 55_25_36_12_134_18_61_5_13_38
14_52_43_69_12_ 14_52_43_73_12
69_ 73
25_70_37_3_10_ 25_74_37_3_10
14_58_60_72_23_25_ 14_32_60_76_23_51
79_ 118
19_30_46_63_41_6_ 19_56_46_63_41_6
7_78_ 7_117
43_78_39_ 43_117_39
73_ 95
36_1_46_1_ 36_21_105_1
63_13_33_ 63_13_33
42_7_24_78_77_18_57_ 42_117_18_57
42_71_ 42_75
0_73_29_ 50_95_29
 73
21_51_77_58_3_ 21_51_70_32_3
22_76_36_ 22_111_36
63_47_29_54_14_49_50_ 70_47_29_54_14_49_24
69_ 73
23_8_63_41_39_ 23_8_63_41_39
9_25_23_33_72_60_ 9_25_23_33_76_60
55_62_ 55_62
4_79_ 4_118
76_47_29_54_14_49_50_ 111_47_29_54_14_49_24
71_14_52_8_ 75_14_52_8
72_ 76
76_ 111
52_77_40_34_10_53_70_17_8_32_ 52_24_40_34_10_53_74_17_8_32
10_39_68_26_70_14_ 10_39_12_26_74_14
32_59_73_75_ 58_59_95_1
6_77_70_44_54_ 6_0_74_44_54
70_33_ 74_33
24_79_12_ 0_118_12
34_72_ 34_76
36_63_11_ 36_70_11
61_76_16_55_10_28_22_ 35_70_16_55_10_54_22
50_62_22_69_9_42_ 24_15_22_73_9_42
20_27_57_64_77_13_ 46_27_57_64_0_13
73_16_29_ 95_16_29
19_29_74_73_2_41_53_ 19_29_21_95_2_41_53
34_62_18_ 34_62_18
60_62_20_ 60_62_46
72_ 76
13_30_64_19_37_ 13_30_64_19_37
42_63_5_10_9_25_79_30_28_52_ 42_5_10_9_51_118_30_54_52
58_80_57_15_28_9_61_ 58_134_57_15_28_9_61
78_ 117
30_79_52_77_49_ 30_118_52_50_49
80_ 134
75_ 107
11_25_70_18_58_54_ 11_25_74_18_58_54
55_52_63_15_49_ 55_52_63_15_49
31_9_22_39_65_60_52_44_ 31_9_22_39_65_60_52_44
50_8_71_60_ 24_8_75_60
16_79_ 16_118
16_49_44_69_46_39_ 16_49_44_73_46_39
10_74_20_13_41_31_ 10_105_46_13_41_31
28_23_45_65_57_53_ 28_23_45_65_57_53
50_35_76_56_57_37_22_23_12_45_ 24_35_111_56_31_37_22_23_38_45
40_ 40
6_20_62_0_ 6_20_62_50
52_ 52
50_5_19_70_22_60_35_ 50_5_19_74_22_60_35
55_74_ 55_105
76_ 111
81_ 63
43_48_7_26_9_28_34_80_5_ 43_48_7_26_9_54_34_134_5
20_64_21_3_73_12_57_48_ 46_33_47_3_95_12_57_48
18_76_54_ 18_111_54
74_ 105
33_28_17_78_30_38_ 33_45_17_117_30_38
35_74_54_72_56_47_57_ 61_12_54_76_56_47_31
50_75_34_74_60_20_22_14_58_42_ 0_107_34_21_60_46_22_14_58_42
56_78_ 56_117
81_ 63
76_0_ 111_50
78_29_ 117_29
23_40_10_74_61_3_ 23_40_10_105_61_3
6_60_66_2_1_ 6_60_70_2_1
2_73_12_40_37_ 31_95_12_40_37
22_54_72_53_9_ 22_54_76_53_9
70_ 74
39_80_1_ 39_134
31_72_ 31_76
27_78_ 27_117
23_54_72_7_3_ 23_54_76_7_3
39_2_73_30_60_9_33_22_ 39_2_95_30_60_9_33_22
38_80_54_56_1_22_ 38_134_54_56_1_22
2_74_1_ 2_134
79_26_56_2_48_43_3_27_34_ 118_26_56_2_48_43_3_60_34
71_ 75
71_ 75
7_75_14_ 7_107_14
79_ 118
78_37_18_ 117_37_18
43_62_56_ 0_62_56
47_0_5_48_70_36_44_77_77_ 47_0_5_48_74_36_44_31_24
22_19_63_2_ 22_19_63_2
65_ 65
80_ 134
6_0_ 6_0
74_20_18_2_79_3_37_58_ 20_18_2_118_3_37_32
62_ 62
23_59_80_17_49_ 23_59_134_17_49
26_33_80_42_ 26_33_134_42
78_39_55_4_ 117_51_55_4
26_58_42_1_53_6_ 26_58_42_70_53_6
13_62_ 13_62
27_ 70
49_17_34_29_73_30_77_21_ 49_17_34_29_95_30_24_1
25_60_6_75_33_27_ 25_60_6_107_12_27
16_20_30_60_55_69_19_48_ 16_46_30_60_55_73_19_48
57_65_44_7_ 57_65_44_7
51_3_64_29_34_48_47_ 51_3_64_29_34_48_47
70_ 74
22_70_ 22_74
24_15_22_9_70_42_ 24_15_22_9_74_42
43_62_ 43_62
62_ 62
50_2_9_62_2_6_ 50_2_9_62_35_6
57_40_26_69_36_77_9_ 57_40_26_73_36_0_9
52_63_54_ 52_70_54
14_73_37_ 14_95_37
60_15_31_ 60_15_57
52_33_ 52_64
30_70_10_ 30_74_10
48_53_11_25_17_37_10_70_20_41_ 22_53_11_51_17_37_10_74_46_41
52_79_ 52_118
37_63_ 37_63
17_27_60_74_61_ 17_27_60_105_61
28_11_53_59_65_32_ 54_11_53_59_65_32
23_30_71_9_32_44_50_ 23_30_75_26_32_44_24
31_33_ 31_64
32_18_7_22_16_47_73_41_ 32_18_7_22_16_47_95_41
31_50_18_71_25_ 57_0_18_75_25
41_5_28_47_17_79_2_34_43_53_ 41_5_54_47_17_118_35_34_43_53
49_69_11_ 49_73_11
53_76_16_ 53_111_16
26_58_1_76_6_39_ 26_58_1_111_6_39
6_13_80_43_10_ 6_13_134_43_42
58_53_66_25_14_ 58_53_70_25_14
70_ 74
29_75_ 29_107
13_73_2_ 13_95_2
38_67_41_ 38_107_41
22_70_ 22_74
41_4_64_10_52_ 41_4_64_10_52
56_63_ 56_63
59_24_62_23_3_ 59_0_62_23_3
75_ 107
10_62_13_56_61_60_ 10_62_13_56_61_60
76_77_ 111
73_ 95
29_5_64_19_55_ 29_5_64_19_55
47_76_16_ 47_111_16
50_41_20_79_23_43_15_16_ 0_41_20_118_23_43_15_16
39_74_11_ 39_105_11
72_ 76
24_65_17_ 0_65_17
24_72_54_ 50_76_54
59_ 64
12_24_8_20_70_36_34_43_ 12_24_27_20_74_36_34_43
10_50_65_4_ 10_50_65_4
1_47_30_ 1_73_30
73_7_ 95_7
22_24_24_28_39_14_30_70_33_ 22_50_24_54_39_14_56_74_33
52_62_ 52_62
79_28_ 118_54
28_50_37_64_13_32_42_ 28_50_37_64_13_58_42
59_ 64
30_72_49_ 30_76_49
23_63_57_ 23_63_31
43_64_ 43_64
15_18_31_59_70_9_11_27_16_ 15_18_31_33_74_9_11_27_16
48_54_69_26_ 48_54_73_26
24_23_26_70_16_35_ 24_23_26_74_16_61
71_52_ 75_52
49_ 49
59_5_48_55_63_35_ 59_5_48_55_63_35
23_76_61_5_13_ 23_111_61_5_13
70_ 74
51_25_ 51_117
26_73_44_ 26_95_44
4_55_70_49_20_ 4_55_74_49_46
35_72_44_37_ 61_76_44_37
52_58_2_7_49_18_8_ 52_58_61_107_49_18_8
59_71_35_69_57_50_19_ 33_75_35_38_57_50_19
1_34_56_35_24_ 70_34_56_61_50
11_3_64_64_2_48_ 11_3_64_59_61_48
5_ 70
17_73_58_ 17_95_32
62_10_52_43_61_9_ 62_26_52_43_61_9
11_73_35_ 11_95_61
57_42_31_78_18_ 31_42_57_117_18
7_77_57_ 7_117
47_24_28_48_36_44_57_63_24_ 47_0_5_48_36_44_31_63_24
1_0_31_ 70_50_57
51_73_ 25_95
76_ 111
65_ 65
55_ 55
16_70_ 16_74
72_ 76
43_16_73_54_ 43_16_95_28
23_71_ 23_75
